user_id,dim,version,computed_at,protein_fraction_avg,dairy_fraction_avg,carbs_fraction_avg,vegetables_fraction_avg,snacks_fraction_avg,avg_weekly_spend_norm,avg_spend_trend,avg_budget_util_rate,avg_reorder_interval_days_norm,avg_order_interval_consistency,avg_days_since_last_order_norm,avg_loyalty_staples_fraction,avg_loyalty_one_time_fraction,avg_top_category_concentration,monthly_budget_cents_norm,orders_per_week_norm,avg_items_per_order_norm,avg_order_spend_cents_norm,total_spend_cents_norm,unique_products_norm,weeks_active_fraction,archetype_budget_student,archetype_big_family,archetype_gym_goer,archetype_vegetarian_couple,household_type_student_single,household_type_family_young,household_type_couple,budget_tier_tight,budget_tier_moderate,cooking_time_tolerance_short,cooking_time_tolerance_medium,cooking_time_tolerance_long,dietary_vegetarian,dietary_high_protein,product_spend_bucket_0,product_spend_bucket_1,product_spend_bucket_2,product_spend_bucket_3,product_spend_bucket_4,product_spend_bucket_5,product_spend_bucket_6,product_spend_bucket_7,product_spend_bucket_8,product_spend_bucket_9,product_spend_bucket_10,product_spend_bucket_11,product_spend_bucket_12,product_spend_bucket_13,product_spend_bucket_14,product_spend_bucket_15,product_spend_bucket_16,product_spend_bucket_17,product_spend_bucket_18,product_spend_bucket_19,product_spend_bucket_20,product_spend_bucket_21,product_spend_bucket_22,product_spend_bucket_23,product_spend_bucket_24,product_spend_bucket_25,product_spend_bucket_26,product_spend_bucket_27,product_spend_bucket_28,product_spend_bucket_29,product_spend_bucket_30,product_spend_bucket_31,product_spend_bucket_32,product_spend_bucket_33,product_spend_bucket_34,product_spend_bucket_35,product_spend_bucket_36,product_spend_bucket_37,product_spend_bucket_38,product_spend_bucket_39,product_spend_bucket_40,product_spend_bucket_41,product_spend_bucket_42,product_spend_bucket_43,product_spend_bucket_44,product_spend_bucket_45,product_spend_bucket_46,product_spend_bucket_47,product_spend_bucket_48,product_spend_bucket_49,product_spend_bucket_50,product_spend_bucket_51,product_spend_bucket_52,product_spend_bucket_53,product_spend_bucket_54,product_spend_bucket_55,product_spend_bucket_56,product_spend_bucket_57,product_spend_bucket_58,product_spend_bucket_59,product_spend_bucket_60,product_spend_bucket_61,product_spend_bucket_62,product_spend_bucket_63,product_spend_bucket_64,product_spend_bucket_65,product_spend_bucket_66,product_spend_bucket_67,product_spend_bucket_68,product_spend_bucket_69,product_spend_bucket_70,product_spend_bucket_71,product_spend_bucket_72,product_spend_bucket_73,product_spend_bucket_74,product_spend_bucket_75,product_spend_bucket_76,product_spend_bucket_77,product_spend_bucket_78,product_spend_bucket_79,product_spend_bucket_80,product_spend_bucket_81,product_spend_bucket_82,product_spend_bucket_83,product_spend_bucket_84,product_spend_bucket_85,product_spend_bucket_86,product_spend_bucket_87,product_spend_bucket_88,product_spend_bucket_89,product_spend_bucket_90,product_spend_bucket_91,product_spend_bucket_92
1,128,1,2026-04-08 19:43:43.690541,0.511871153846154,0.12882884615384615,0.20069423076923076,0.06197307692307692,0.07741153846153846,0.32613461538461536,0.06081153846153845,1.4328596153846154,1.0,0.7951538461538464,0.0,0.0,0.018499999999999985,0.5147807692307693,0.26785,0.9807692307692307,0.18823529411764706,0.3325294117647059,0.5653,0.27,0.9807692307692307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.019735833480747686,0.025089922754879417,0.003602806769267056,0.0,0.0,0.033527920278318295,0.0,0.0,0.01129193938321835,0.0,0.0,0.0,0.0,0.0,0.0,0.0179609646795212,0.007176130668081844,0.011427560587298779,0.03385812842738369,0.0,0.01832065569903886,0.048634943098060025,0.0,0.01510702281974173,0.036370068989916855,0.0,0.0,0.0,0.0019104900053069167,0.0,0.013786190223480158,0.0,0.019134382923521435,0.0,0.010690488825992099,0.022660534229612596,0.0,0.038604870570198714,0.0,0.0037030485288047643,0.028698626098236923,0.0,0.013214222536706174,0.0,0.017035202547320008,0.0,0.007753994928946282,0.010714075122353912,0.0,0.26472669379090746,0.009157379562474203,0.015112919393832183,0.0,0.013921811427560587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024529748216286337,0.009806002712424081,0.0,0.0,0.0,0.008585411875700218,0.005578159089568961,0.011221180494132909,0.0,0.003679462232442951,0.0,0.0,0.0834954891208208,0.011639837254555103,0.004823397605990919,0.0,0.0,0.0,0.0,0.0,0.0,0.008166755115278023,0.010908662067338875,0.0,0.0,0.0,0.037490418067103015,0.0,0.024287988678577746,0.004935432513709535
2,128,1,2026-04-08 19:43:43.690541,0.5196288461538461,0.10231346153846156,0.2236211538461538,0.07014423076923075,0.08428653846153847,0.3192230769230769,0.07588653846153846,0.9021999999999996,1.0,0.8147769230769234,0.0,0.0,0.0,0.5200634615384616,0.404775,1.0,0.18192307692307694,0.3192230769230769,0.55332,0.27,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.026560880985083978,0.04693486590038314,0.005656762813561773,0.0,0.0,0.02336803296464975,0.0,0.0,0.0112834044193836,0.0,0.0,0.0,0.0,0.0,0.0,0.0152654280826044,0.010861707511024362,0.011638834670714956,0.029145280609171306,0.0,0.008379719993252849,0.03365141328706716,0.0,0.016910046025205426,0.024151184365888336,0.0,0.0,0.0,0.0027651268705270004,0.0,0.021675221089664812,0.0,0.014391913058145979,0.0,0.009777344032386323,0.013283452613315984,0.0,0.04018169112508735,0.0,0.005295308320682426,0.022307766452203667,0.0,0.008102604882045351,0.0,0.018964312393069713,0.0,0.018271524615050966,0.002168726957276079,0.0,0.2615424468059471,0.0068736596062555725,0.009825537964770235,0.0,0.011674980120002891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036446661365334104,0.01993421528229596,0.0,0.0,0.0,0.011205089279259742,0.006343526350032531,0.015361815947372227,0.0,0.0024217451022916217,0.0,0.0,0.09181546543290199,0.008741174486132196,0.008735150244584208,0.0,0.0,0.0,0.0,0.0,0.0,0.006801368707679703,0.014193113087062338,0.0,0.0,0.0,0.04499506012193065,0.0,0.021723415022048723,0.013175016265452179
3,128,1,2026-04-08 19:43:43.690541,0.46904999999999997,0.12024423076923077,0.2468384615384616,0.07242499999999999,0.0914384615384615,0.3037,0.042113461538461544,0.8668942307692309,1.0,0.8645307692307693,0.0,0.0,0.0,0.48295192307692314,0.3809,1.0,0.19115384615384617,0.3037,0.5264133333333333,0.27,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.027050986550492644,0.040709455180973124,0.004704794711380158,0.0,0.0,0.03877814645019123,0.0,0.0,0.012107089486081912,0.0,0.0,0.0,0.0,0.0,0.0,0.01817329854866898,0.010188445074846128,0.00507205997821737,0.048877941288214585,0.0,0.012126085965401079,0.027278944302322635,0.0,0.034522935082698006,0.021592664826118893,0.0,0.0,0.0,0.003925939059294344,0.0,0.01601403206605709,0.0,0.022023251690686658,0.0,0.008896684481142829,0.025949190749981005,0.0,0.033522453838555254,0.0,0.004850434386160432,0.028545376256933715,0.0,0.03164813454573086,0.0,0.019598034497606442,0.0,0.008326790101567843,0.011923456852663307,0.0,0.2073275752893797,0.00901699551683088,0.016742230439958462,0.0,0.015190851295559889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005065727818444315,0.01663458372381652,0.0,0.0,0.0,0.010327752589853348,0.004920088143664041,0.0221308984068286,0.0,0.002944454294470758,0.0,0.0,0.053468757123679746,0.006699425039892607,0.005781261872799574,0.0,0.0,0.0,0.0,0.0,0.0,0.006712089359438718,0.018926825561662572,0.0,0.0,0.0,0.04219118056786809,0.0,0.03375041159038525,0.005762265393480408
4,128,1,2026-04-08 19:43:43.690541,0.4717557692307693,0.12279230769230767,0.23956153846153855,0.0691826923076923,0.09671730769230773,0.2732730769230769,0.031938461538461534,0.942867307692308,1.0,0.8540173076923079,0.0,0.0,0.018499999999999985,0.4784173076923077,0.337775,1.0,0.1876923076923077,0.2732730769230769,0.47367333333333334,0.27,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02180124136183868,0.05484088893893119,0.004919001843746042,0.0,0.0,0.023863140561005476,0.0,0.0,0.024299446876187528,0.0,0.0,0.0,0.0,0.0,0.0,0.005693093693262586,0.004623439501203361,0.009014651447551758,0.0515685915750658,0.0,0.012420655585424554,0.0582891162685958,0.0,0.030893301994342093,0.020168611279221968,0.0,0.0,0.0,0.003567859706408073,0.0,0.02389832655416532,0.0,0.031611096254802885,0.0,0.012976594277350073,0.027782860199011977,0.0,0.03394040900198449,0.0,0.009739482906644522,0.021759018170046867,0.0,0.019324147443385738,0.0,0.017973005306047767,0.0,0.009296139392830503,0.015643692558866166,0.0,0.1394280164951936,0.005341233761664157,0.013821058113186303,0.0,0.021167893484961505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035256365146162615,0.017895596121096115,0.0,0.0,0.0,0.019894160532575193,0.008142038817187653,0.005615684508310932,0.0,0.003469338925560513,0.0,0.0,0.08385525889853768,0.005798651672742115,0.003567859706408073,0.0,0.0,0.0,0.0,0.0,0.0,0.015249609435475925,0.00851501034468199,0.0,0.0,0.0,0.05415828067163024,0.0,0.03459486847475757,0.006051990823492984
5,128,1,2026-04-08 19:43:43.690541,0.5124519230769231,0.10971538461538459,0.2414788461538461,0.06708076923076924,0.06927499999999998,0.3314384615384615,0.08139423076923073,1.0355115384615385,1.0,0.8717173076923076,0.0,0.0,0.018499999999999985,0.5193673076923078,0.3366,1.0,0.19653846153846152,0.3314384615384615,0.5744933333333333,0.27,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03358321535497946,0.04685868127277369,0.0031564044839510756,0.0,0.0,0.04367906793232298,0.0,0.0,0.010995195766704574,0.0,0.0,0.0,0.0,0.0,0.0,0.00790261563812751,0.003411701905447119,0.009997214937220044,0.054088240072411635,0.0,0.007757560285004758,0.029022675052800147,0.0,0.01872954719520969,0.04532689674379743,0.0,0.0,0.0,0.0019263350894701417,0.0,0.02467681667324251,0.0,0.004664980156427693,0.0,0.010095852577343514,0.02291874579339476,0.0,0.03439552533246687,0.0,0.010374358855339197,0.02116647712767192,0.0,0.021607445401165083,0.0,0.02379488012625618,0.0,0.008935409752361501,0.007484856221133985,0.0,0.24189430686750063,0.004752013368301344,0.012631420149929212,0.0,0.015480307285260056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023556989347134866,0.0123355072295588,0.0,0.0,0.0,0.007786571355629308,0.0034755262608211295,0.012149836377561677,0.0,0.004566342516304222,0.0,0.0,0.038996681133520554,0.0038642746071901038,0.0043864738784320095,0.0,0.0,0.0,0.0,0.0,0.0,0.010513611994337039,0.012602409079304662,0.0,0.0,0.0,0.039901826537006524,0.0,0.056345301367001645,0.009411191310604127
6,128,1,2026-04-08 19:43:43.690541,0.4450576923076921,0.12089038461538461,0.21885192307692306,0.06654615384615384,0.09095961538461537,0.26922115384615386,0.10215000000000002,0.6198903846153845,1.0,0.7132076923076921,0.000641025641025641,0.0,0.0,0.4569942307692306,0.4217,0.9423076923076923,0.1893877551020408,0.28570408163265304,0.46665,0.27,0.9423076923076923,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.028558162791528268,0.029036751312546877,0.004514446944533733,0.0,0.0,0.03634415514839816,0.0,0.0,0.01470052501875067,0.0,0.0,0.0,0.0,0.0,0.0,0.018479231401121468,0.006407371691846137,0.01940783599414265,0.022993678345655202,0.0,0.011907568127433123,0.05485195899853566,0.0,0.023665130897532055,0.03946569520340012,0.0,0.0,0.0,0.0015071966855959142,0.0,0.027643844423015106,0.0,0.024808028858173507,0.0,0.009707489553198329,0.01938640665738062,0.0,0.02830815386263795,0.0,0.011450408943176543,0.018136362012929032,0.0,0.03490124647308832,0.0,0.019957855637701347,0.0,0.011800421443622986,0.005750205364477303,0.0,0.17784206578806386,0.003950141076467017,0.013807635986999536,0.0,0.0037644201578627807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022143647987428123,0.018036358441372906,0.0,0.0,0.0,0.015843422979392122,0.003278688524590164,0.023936569163184398,0.0,0.007407407407407408,0.0,0.0,0.06957391335404836,0.004478731383263688,0.005285903067966713,0.0,0.0,0.0,0.0,0.0,0.0,0.012879031393978356,0.01169327475981285,0.0,0.0,0.0,0.04848744598021358,0.0,0.04530876102717954,0.008521732919032823
7,128,1,2026-04-08 19:43:43.690541,0.4753211538461539,0.13240769230769234,0.2227307692307692,0.08131346153846154,0.08821346153846153,0.2941346153846154,0.048740384615384616,1.2659269230769232,1.0,0.8696326923076925,0.0,0.0,0.0,0.4775250000000001,0.267175,1.0,0.18576923076923077,0.2941346153846154,0.5098333333333334,0.27,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02416475972540046,0.04091533180778032,0.00536776724419745,0.0,0.0,0.029898659692710036,0.0,0.0,0.017247466492317752,0.0,0.0,0.0,0.0,0.0,0.0,0.016116377901274927,0.015469107551487414,0.00897025171624714,0.037064400130761684,0.0,0.01692710035959464,0.04030075187969925,0.0,0.04451781627983001,0.03399803857469761,0.0,0.0,0.0,0.001974501471068977,0.0,0.017750898986596927,0.0,0.024367440339980385,0.0,0.012481203007518798,0.027551487414187642,0.0,0.02330827067669173,0.0,0.006145799280810722,0.02677999346191566,0.0,0.010166721150702844,0.0,0.021562602157567834,0.0,0.015207584177835893,0.0056227525335076824,0.0,0.1701863354037267,0.0054462242562929065,0.022098725073553448,0.0,0.01814318404707421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029552141222621772,0.010035959463877085,0.0,0.0,0.0,0.007695325269695979,0.008342595619483492,0.020496894409937887,0.0,0.0037593984962406013,0.0,0.0,0.0725335076822491,0.004753187316116378,0.01119320039228506,0.0,0.0,0.0,0.0,0.0,0.0,0.009839816933638444,0.01063746322327558,0.0,0.0,0.0,0.03617522066034652,0.0,0.05743053285387382,0.004400130761686826
8,128,1,2026-04-08 19:43:43.690541,0.4719711538461539,0.13068076923076924,0.20882115384615385,0.06898269230769233,0.08108846153846157,0.293525,0.026896153846153844,0.9845980769230771,1.0,0.7976500000000001,0.002564102564102564,0.0,0.018499999999999985,0.4797788461538462,0.38945,0.9615384615384616,0.1912,0.305266,0.5087766666666667,0.27,0.9615384615384616,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02861111293101754,0.03068143848315895,0.001329987617356666,0.0,0.0,0.054627767258718624,0.0,0.0,0.00832716385054346,0.0,0.0,0.0,0.0,0.0,0.0,0.02574803613897388,0.006479594845151442,0.008235440566587829,0.038189644441241406,0.0,0.011858510282835298,0.03666965859283379,0.0,0.027890429985651857,0.04248098379773706,0.0,0.0,0.0,0.000668269640248177,0.0,0.02109635530979539,0.0,0.021967726507373896,0.0,0.012815053101229747,0.013797802572182948,0.0,0.037685166379485435,0.0,0.004953057333604135,0.013064016300537891,0.0,0.009696461446738254,0.0,0.01257264156506129,0.0,0.016772257637601304,0.008202682250889388,0.0,0.25352315685336724,0.0115833404309684,0.02156807505585293,0.0,0.01679191262702037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014610208801504262,0.014099179076608598,0.0,0.0,0.0,0.009761978078135135,0.008595782039270668,0.021731866634345127,0.0,0.003564104747990277,0.0,0.0,0.02541390131884979,0.00431099434591471,0.00694476292806929,0.0,0.0,0.0,0.0,0.0,0.0,0.008071648988095629,0.0073968276847077635,0.0,0.0,0.0,0.041164099506659765,0.0,0.04095444628618975,0.008641643681248486
9,128,1,2026-04-08 19:43:43.690541,0.5008865384615386,0.11242884615384614,0.22646346153846159,0.06853269230769231,0.07244807692307693,0.3018423076923077,0.049663461538461524,1.1869961538461538,1.0,0.7850423076923081,0.001282051282051282,0.0,0.0,0.5082769230769232,0.290275,0.9807692307692307,0.18705882352941178,0.3077607843137255,0.5231933333333333,0.265,0.9807692307692307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03059417168924171,0.03500936556276201,0.003918245645331872,0.0,0.0,0.03927802342027804,0.0,0.0,0.012786860179156208,0.0,0.0,0.0,0.0,0.0,0.0,0.012207087246269703,0.009333707106359663,0.012557499458453854,0.03291326342078773,0.0,0.008594655895207635,0.03676779775481339,0.0,0.029319945463117524,0.026746008486346666,0.0,0.0,0.0,0.003102740860612393,0.0,0.01903693981829534,0.0,0.010499624103263293,0.0,0.014073828667541635,0.016609538857528767,0.0,0.03585035487200398,0.0,0.0056639355751220075,0.02363689649460365,0.0,0.031791944341798446,0.0,0.02335656672485633,0.0,0.016201786465169028,0.004599956676308312,0.0,0.23221498744887167,0.006320162081575963,0.015233374533314645,0.0,0.014156653372239708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018731125524025535,0.016889868627276088,0.0,0.0,0.0,0.010232036595777214,0.008040367486843614,0.01390180812701487,0.0,0.0,0.0,0.0,0.050580410045999565,0.0048930287083168746,0.006498553753233349,0.0,0.0,0.0,0.0,0.0,0.0,0.010429541660826464,0.006759770129588808,0.0,0.0,0.0,0.053281769645382844,0.0,0.048592617133245836,0.005651193312860766
10,128,1,2026-04-08 19:43:43.690541,0.49616730769230777,0.11894038461538463,0.2282903846153845,0.07199807692307693,0.08459615384615383,0.30994230769230774,0.07849807692307695,1.1911826923076927,1.0,0.851540384615385,0.0,0.0,0.0,0.5048038461538462,0.268825,1.0,0.185,0.30994230769230774,0.5372333333333333,0.27,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016994477880498852,0.025271452503567663,0.006942979462679159,0.0,0.0,0.03931252714525035,0.0,0.0,0.008587206055717566,0.0,0.0,0.0,0.0,0.0,0.0,0.017329527827759508,0.007023639635167835,0.013321337717937582,0.04288018862071105,0.0,0.011205559347273067,0.02770366693553391,0.0,0.032071725507228394,0.026574424520692436,0.0,0.0,0.0,0.0014208599615313023,0.0,0.02952162313085562,0.0,0.020890984674567226,0.0,0.00883539120183657,0.014400943103555252,0.0,0.043879133833840046,0.0,0.01221691381770801,0.030235155425947756,0.0,0.022088478004591426,0.0,0.02166656325618912,0.0,0.010367934479121425,0.005615188930942483,0.0,0.23079977663336848,0.006297698082769746,0.016951045479928026,0.0,0.008208723707886082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015821803065086554,0.010336911335856548,0.0,0.0,0.0,0.010305888192591673,0.015809393807780604,0.011553018551839673,0.0,0.005298752869640752,0.0,0.0,0.06594279332381957,0.005447663957312155,0.008655456970900291,0.0,0.0,0.0,0.0,0.0,0.0,0.012365824905379413,0.0030278587826518583,0.0,0.0,0.0,0.04619346032139977,0.0,0.032667369857914005,0.012198299931749085
